CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
90636823,2018,2018-01-10,9765,2018-01-05,1705,017253,,5,2,9,5600,0,1,2,,2,103,"US-101 S/B","W. MAIN STREET",938.00,N,N,B,-,Y,,,101,,,,,,S,Y,3,0,1,4,A,-,03,22350,,N,C,C,A,A,H,-,B,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.282241821289062,-119.31649780273438,VENTURA,UNINCORPORATED,-119.31645202636719,34.2823486328125
90637167,2018,2018-01-10,9765,2018-01-05,0320,019884,,5,3,4,5606,0,1,3,,2,040,"SR-126 E/B","TODD ROAD",1880.00,E,N,A,-,Y,,,,,,,,,,Y,3,0,1,2,A,-,01,23152,A,N,C,C,A,A,H,-,D,D,0,,,,Y,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.316448211669922,-119.11090087890625,VENTURA,"SANTA PAULA",-119.11143493652344,34.316215515136719
90637749,2018,2018-01-11,9765,2018-01-08,0520,016198,,1,3,6,5608,0,3,5,,2,003,"VICTORIA AVENUE","GUM TREE STREET",3696.00,N,N,C,-,N,,,,,,,,,,Y,4,0,1,1,A,-,03,22350,,N,E,I,A,B,H,-,D,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.233928680419922,-119.2164306640625,VENTURA,VENTURA,-119.21650695800781,34.233554840087891
90637762,2018,2018-01-11,9765,2018-01-08,1545,016592,,1,2,9,5600,0,1,3,,2,053,"SR-232  (VINEYARD AVENUE)","MONTGOMERY AVENUE",0.00,,Y,C,-,Y,,,232,,,,,,,N,3,0,2,2,A,-,09,21802,A,N,D,C,A,B,H,-,A,A,0,,,,,Y,,D,22,0,1,1,0,0,0,0,0,0,"- ","- ",34.250308990478516,-119.15940856933594,VENTURA,UNINCORPORATED,-119.15933990478516,34.250255584716797
90637816,2018,2018-01-11,9765,2018-01-09,1502,016592,,2,2,6,5608,0,1,3,,2,030,"SR-126 E/B","VICTORIA AVENUE",1584.00,W,N,A,-,Y,,,126,,,,,,E,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.269889831542969,-119.22354888916016,VENTURA,VENTURA,-119.22355651855469,34.269931793212891
90637869,2018,2018-01-11,9770,2018-01-09,1305,017409,,2,1,6,5607,0,1,2,,2,072,"US-101 N/B (VENTURA FREEWAY)","LYNN ROAD",640.00,N,N,B,C,Y,,,101,,,,,,N,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,B,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.184169769287109,-118.89308166503906,VENTURA,"THOUSAND OAKS",-118.89305114746094,34.184253692626953
90637928,2018,2018-01-11,9765,2018-01-09,1250,015117,,2,1,9,5600,0,1,3,,1,062,"SR-1 (PACIFIC COAST HIGHWAY)","LA JOLLA CYN",1000.00,N,N,B,C,Y,,,1,,,,,,,N,4,0,1,3,A,-,03,22350,,N,C,C,A,B,C,-,A,D,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",34.082378387451172,-119.03327941894531,VENTURA,UNINCORPORATED,-119.03329467773438,34.082351684570312
90637948,2018,2018-01-11,9765,2018-01-09,0835,015117,,2,1,5,5601,0,1,2,,2,504,"US-101 N/B (VENTURA FREEWAY)","CARMEN DRIVE",750.00,N,N,B,-,Y,,,101,,,,,,N,Y,4,0,1,2,A,-,08,22107,,N,D,C,A,B,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.218059539794922,-119.05500030517578,VENTURA,CAMARILLO,-119.05500030517578,34.218093872070312
90638498,2018,2018-01-11,9765,2018-01-09,1119,016198,,2,1,6,5608,0,1,2,,2,302,"US-101 N/B","TELEPHONE ROAD",1056.00,S,N,C,-,Y,,,101,,,,,,N,N,4,0,2,2,A,-,03,22350,,N,C,C,A,B,E,-,A,A,0,,,,,Y,,A,08,0,0,2,0,0,0,0,0,0,"- ","- ",34.260791778564453,-119.22740173339844,VENTURA,VENTURA,-119.2274169921875,34.260746002197266
90639637,2018,2018-01-15,9770,2018-01-04,1935,019930,,4,2,9,5600,0,1,3,,1,043,"SR-126 E/B (EAST TELEGRAPH ROAD)","HOPPER CANYON ROAD",1000.00,E,N,B,-,Y,,,126,,,,,,E,Y,3,0,2,2,A,-,09,21802,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",34.400848388671875,-118.82205200195312,VENTURA,UNINCORPORATED,-118.82205200195312,34.400737762451172
90639699,2018,2018-01-15,9765,2018-01-05,0120,020850,,5,3,6,5608,0,1,2,,1,104,"US-101 N/B","SEAWARD AVENUE",1056.00,N,N,A,-,Y,,,101,,,,,,N,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,C,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.269100189208984,-119.27187347412109,VENTURA,VENTURA,-119.27202606201172,34.268978118896484
90639746,2018,2018-01-15,9765,2018-01-06,1555,020001,,6,2,9,5600,0,1,3,,1,062,"SR-1 (PACIFIC COAST HIGHWAY)","LAS POSAS ROAD",2460.00,S,N,A,-,Y,,,1,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,Y,,Y,,C,02,0,0,1,0,0,0,0,0,1,"- ","- ",34.110759735107422,-119.08067321777344,VENTURA,UNINCORPORATED,-119.08069610595703,34.110740661621094
90639782,2018,2018-01-15,9770,2018-01-07,1223,021738,,7,1,9,5600,0,3,5,,2,004,"FISH HATCHERY ROAD","SR-126 E/B (EAST TELEGRAPH ROAD)",37.00,S,N,A,-,Y,,,,,,,,,,Y,3,0,2,1,A,-,08,22107,,N,F,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",34.395088195800781,-118.88524627685547,VENTURA,UNINCORPORATED,,
90639790,2018,2018-01-15,9765,2018-01-06,1234,018019,,6,1,5,5601,0,1,2,,2,503,"US-101 S/B (VENTURA FREEWAY)","LAS POSAS ROAD",405.00,S,N,B,-,Y,,,101,,,,,,S,Y,4,0,3,2,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,3,0,0,0,0,0,0,"- ","- ",34.218849182128906,-119.06815338134766,VENTURA,CAMARILLO,-119.06814575195312,34.218883514404297
90639792,2018,2018-01-15,9770,2018-01-07,1955,020917,,7,2,9,5600,0,2,4,,1,062,"POTRERO ROAD","TRENTWOOD DRIVE",600.00,W,N,B,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,M,E,I,A,A,H,-,D,D,0,,,Y,,Y,Y,C,03,0,1,0,0,0,0,0,0,1,"- ","- ",34.141010284423828,-118.88632202148438,VENTURA,UNINCORPORATED,-118.88640594482422,34.141025543212891
90639817,2018,2018-01-15,9765,2018-01-06,1415,020187,,6,2,9,5600,0,3,5,,2,006,"DEER CREEK ROAD",SR-1,5280.00,N,N,A,-,N,,,,,,,,,,Y,2,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",34.068809509277344,-118.99183654785156,VENTURA,UNINCORPORATED,-118.99307250976562,34.069225311279297
90640100,2018,2018-01-16,9770,2018-01-10,0220,020721,,3,3,6,5607,0,1,2,,2,073,"US-101 S/B (VENTURA FREEWAY)","WENDY DRIVE",6336.00,N,N,A,-,Y,,,101,,,,,,S,Y,3,0,1,1,A,-,01,23152,A,M,E,I,A,A,H,-,D,D,0,,,,,Y,Y,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",34.199581146240234,-118.95713806152344,VENTURA,"THOUSAND OAKS",-118.95708465576172,34.199687957763672
90640400,2018,2018-01-16,9765,2018-01-09,1555,017395,,2,2,6,5604,0,1,2,,2,502,"US-101 N/B","SR-232 (VINEYARD AVENUE)",528.00,S,N,B,-,Y,,,,,,,,,,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,B,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.222751617431641,-119.16802215576172,VENTURA,OXNARD,,
90640702,2018,2018-01-16,9770,2018-01-11,0820,017409,,4,1,6,5607,0,1,2,,2,073,"US-101 S/B (VENTURA FREEWAY)","LYNN ROAD",2250.00,N,N,A,-,Y,,,101,,,,,,S,N,4,0,1,2,A,-,07,21658,A,N,C,C,A,A,H,-,A,D,0,,,Y,,Y,,D,22,0,0,1,0,0,0,0,0,1,"- ","- ",34.184528350830078,-118.89884948730469,VENTURA,"THOUSAND OAKS",-118.89884948730469,34.184494018554688
90641106,2018,2018-01-16,9765,2018-01-11,0654,014823,,4,1,9,5600,0,3,5,,2,005,"SANTA CLARA AVENUE","FRIEDRICH ROAD",1584.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,G,B,E,A,H,-,A,D,0,Y,,,,Y,,D,22,0,1,0,0,1,0,0,0,0,"- ","- ",34.2335205078125,-119.13143157958984,VENTURA,UNINCORPORATED,-119.13117218017578,34.233722686767578
90641309,2018,2018-01-17,9765,2018-01-16,0820,016420,,2,1,6,5608,0,1,2,,2,302,"US-101 N/B","TELEPHONE ROAD",245.00,N,N,A,-,Y,,,101,,,,,,N,N,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.262798309326172,-119.231689453125,VENTURA,VENTURA,-119.23169708251953,34.262779235839844
90641377,2018,2018-01-17,9765,2018-01-09,0440,019721,,2,3,9,5600,0,1,2,,2,501,"US-101 S/B","DAWSON DRIVE",500.00,S,N,C,-,Y,,,,,,,,,,Y,2,0,2,2,A,-,03,22350,,N,D,C,A,B,H,-,C,D,0,,,,,Y,,A,01,1,1,0,0,0,0,0,0,0,"- ","- ",34.216548919677734,-119.03327178955078,VENTURA,UNINCORPORATED,,
90641492,2018,2018-01-17,9770,2018-01-16,1735,019276,,2,2,6,5609,0,1,3,,2,083,"SR-118 E/B (RONALD REAGAN FREEWAY)","ROCKY PEAK ROAD",150.00,W,N,A,-,Y,,,118,,,,,,E,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,D,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",34.268070220947266,-118.63514709472656,VENTURA,"SIMI VALLEY",-118.63520812988281,34.268138885498047
90641508,2018,2018-01-17,9765,2018-01-09,1835,016420,,2,2,6,5608,0,1,3,,2,030,"SR-126 E/B","VICTORIA AVENUE",3168.00,W,N,B,-,Y,,,126,,,,,,E,Y,3,0,2,3,A,-,03,22350,,F,C,C,A,B,H,-,D,D,0,,,,,Y,,D,22,0,1,1,0,0,0,0,0,0,"- ","- ",34.269599914550781,-119.22540283203125,VENTURA,VENTURA,-119.22541046142578,34.2696533203125
90641636,2018,2018-01-17,9765,2018-01-12,0825,013206,,5,1,9,5600,0,1,3,,2,041,"SR-126 W/B","EDWARDS RANCH ROAD",200.00,W,N,A,-,Y,,,126,,,,,,W,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",34.304950714111328,-119.13069152832031,VENTURA,UNINCORPORATED,-119.13071441650391,34.30499267578125
90641689,2018,2018-01-17,9765,2018-01-16,1010,017395,,2,1,9,5600,0,1,3,,1,020,SR-33,"SANTA ANA BLVD.",1056.00,N,N,A,-,Y,,,33,,,,,,,Y,4,0,2,2,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.405971527099609,-119.29924774169922,VENTURA,UNINCORPORATED,-119.29920959472656,34.405948638916016
90641894,2018,2018-01-17,9765,2018-01-13,1236,018019,,6,1,9,5600,0,3,5,,2,006,"POTRERO ROAD","VIA ACOSTA",2388.00,W,N,A,-,N,,,,,,,,,,N,2,0,1,1,C,-,18,,,N,F,A,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",1,0,0,0,0,0,1,0,0,"- ","- ",34.159069061279297,-118.99532318115234,VENTURA,UNINCORPORATED,-118.99552154541016,34.158412933349609
90642151,2018,2018-01-17,9765,2018-01-09,1620,016592,,2,2,9,5600,0,1,3,,1,055,SR-118,"WALNUT AVENUE",2112.00,E,N,A,-,Y,,,118,,,,,,,Y,4,0,2,2,A,-,08,22107,,N,A,C,A,B,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.263710021972656,-119.06971740722656,VENTURA,UNINCORPORATED,-119.06971740722656,34.263694763183594
90642272,2018,2018-01-18,9770,2018-01-09,1250,017732,,2,1,4,5690,0,1,3,,2,085,"SR-23 S/B FROM SR-118 (LOS ANGELES AVE)","SR-118 (LOS ANGELES AVENUE)",210.00,S,N,B,C,Y,,,23,,,,R,,S,Y,3,0,1,1,A,-,03,22350,,N,E,I,A,B,H,-,A,D,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",34.281379699707031,-118.86331939697266,VENTURA,MOORPARK,-118.86331939697266,34.281379699707031
90642291,2018,2018-01-18,9765,2018-01-13,1119,020497,,6,1,9,5600,0,1,3,,1,012,"SR-1 (OLD PACIFIC COAST HIGHWAY)","HOBSON BEACH PARK",4752.00,S,N,A,-,Y,,,1,,,,,,,N,3,0,1,2,A,-,08,22107,,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.328338623046875,-119.39820861816406,VENTURA,UNINCORPORATED,-119.39817047119141,34.328372955322266
90642517,2018,2018-01-18,9765,2018-01-13,0950,021682,,6,1,9,5600,0,3,5,,2,005,"SANTA CLARA AVENUE","FRIEDRICH ROAD",2089.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.140098571777344,-119.07520294189453,VENTURA,UNINCORPORATED,-119.13011169433594,34.234790802001953
90643163,2018,2018-01-18,9765,2018-01-13,0225,020762,,6,3,9,5600,0,1,3,,1,055,SR-118,"BRADLEY ROAD",0.00,,N,A,-,Y,,,118,,,,,,,Y,2,0,3,2,A,-,01,23152,A,N,A,C,A,A,H,-,C,D,0,,,,,Y,Y,D,22,1,2,0,0,0,0,0,0,0,"- ","- ",34.263771057128906,-119.0111083984375,VENTURA,UNINCORPORATED,-119.0111083984375,34.263763427734375
90643232,2018,2018-01-19,9765,2018-01-17,1815,019277,,3,2,9,5600,0,3,5,,2,002,"CASITAS VISTA ROAD","SR-33 (VENTURA AVENUE)",528.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,1,A,-,03,22350,,N,E,I,A,A,H,-,D,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.35260009765625,-119.30722045898438,VENTURA,UNINCORPORATED,-119.30812072753906,34.352420806884766
90643238,2018,2018-01-19,9765,2018-01-18,1510,016234,,4,2,5,5601,0,1,2,,2,504,"US-101 N/B","FLYNN ROAD",600.00,N,N,A,-,Y,,,101,,,,,,N,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",34.216041564941406,-119.02445983886719,VENTURA,CAMARILLO,-119.02445983886719,34.215847015380859
90643448,2018,2018-01-19,9765,2018-01-01,1846,020691,,1,2,9,5600,0,1,3,,1,055,SR-118,"SANTA CLARA AVENUE",18.00,E,N,B,-,Y,,,118,,,,,,,Y,4,0,1,1,A,-,03,22350,,N,E,I,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.255840301513672,-119.10890197753906,VENTURA,UNINCORPORATED,-119.10899353027344,34.255928039550781
90644121,2018,2018-03-27,9765,2018-01-14,2130,019057,,7,2,5,5601,0,1,2,,2,504,"US-101 N/B","CARMEN DRIVE",200.00,S,N,A,-,Y,,,,,,,,,,Y,3,0,1,2,A,-,07,21658,A,N,C,C,A,A,C,-,C,D,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",34.124401092529297,-119.02590179443359,VENTURA,CAMARILLO,-119.05055999755859,34.217750549316406
90644134,2018,2018-01-22,9765,2018-01-18,0716,016198,,4,1,9,5600,0,3,5,,2,003,"HARBOR BOULEVARD","GONZALES ROAD",528.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.219898223876953,-119.25433349609375,VENTURA,UNINCORPORATED,-119.25444793701172,34.219799041748047
90644631,2018,2018-01-22,9765,2018-01-20,1034,020497,,6,1,9,5600,0,1,3,,1,022,"SR-150 (OJAI-SANTA PAULA ROAD)","HAPPY VALLEY SCHOOL RD",1935.00,E,N,A,-,Y,,,,,,,,,,Y,3,0,1,1,A,-,03,22350,,N,F,A,A,A,H,-,A,D,0,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",34.263271331787109,-119.23745727539062,VENTURA,UNINCORPORATED,,
90645249,2018,2018-01-23,9765,2018-01-14,2040,020850,,7,2,9,5600,0,1,3,,2,040,"SR-126 E/B","PECK ROAD",1584.00,W,N,A,-,Y,,,126,,,,,,E,Y,2,0,2,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,A,01,1,1,0,0,0,0,0,0,0,"- ","- ",34.334201812744141,-119.08641815185547,VENTURA,UNINCORPORATED,-119.08651733398438,34.334308624267578
90645326,2018,2018-01-23,9765,2018-01-09,1707,017469,,2,2,6,5608,0,1,2,,2,103,"US-101 N/B","MONTALVO OVERHEAD",350.00,N,N,A,-,Y,,,101,,,,,,N,Y,2,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",34.250801086425781,-119.20783233642578,VENTURA,VENTURA,-119.20786285400391,34.250732421875
90645616,2018,2018-01-23,9765,2018-01-22,1530,013206,,1,2,4,5606,0,1,3,,2,041,"SR-126 W/B","PALM AVENUE",1000.00,W,N,A,-,Y,,,126,,,,,,W,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,,,Y,,A,08,0,1,0,0,0,0,0,0,0,"- ","- ",34.342498779296875,-119.07373046875,VENTURA,"SANTA PAULA",-119.07377624511719,34.342575073242188
90645649,2018,2018-01-23,9770,2018-01-18,0525,021420,,4,3,9,5600,0,1,3,,1,054,"SR-34 (SOMIS ROAD)","WEST STREET",475.00,W,N,A,-,Y,,,34,,,,,,,Y,3,0,1,2,A,-,08,22107,,N,A,C,A,A,H,-,C,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.253528594970703,-118.99713897705078,VENTURA,UNINCORPORATED,-118.99721527099609,34.253589630126953
90645964,2018,2018-01-23,9770,2018-01-22,1550,019849,,1,2,9,5600,0,1,3,,1,054,"SR-34 (SOMIS ROAD)","NORTH STREET",20.00,W,N,A,-,Y,,,34,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",34.258350372314453,-118.99508666992188,VENTURA,UNINCORPORATED,-118.99562072753906,34.258556365966797
90646605,2018,2018-01-24,9765,2018-01-24,0710,013206,,3,1,9,5600,0,1,3,,2,041,"SR-126 W/B","TODD LANE",300.00,W,N,A,-,Y,,,126,,,,,,W,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",34.333221435546875,-119.08798217773438,VENTURA,UNINCORPORATED,-119.08800506591797,34.333251953125
90647067,2018,2018-01-25,9765,2018-01-24,1350,017395,,3,1,9,5600,0,1,3,,1,055,SR-118,"SANTA CLARA AVENUE",25.00,E,N,A,-,Y,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",34.256069183349609,-119.01882934570312,VENTURA,UNINCORPORATED,,
90647323,2018,2018-01-25,9765,2018-01-19,0125,021682,,5,3,9,5600,0,1,2,,1,101,"US-101 S/B TO MUSSEL SHOALS","OLD PACIFIC COAST HIGHWAY",0.00,,N,A,-,Y,,,101,,,,R,,S,Y,3,0,1,1,A,-,01,23152,A,M,E,I,A,A,H,-,C,A,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.356060028076172,-119.44061279296875,VENTURA,UNINCORPORATED,-119.44061279296875,34.356060028076172
90647662,2018,2018-01-25,9765,2018-01-12,1650,020187,,5,2,9,5600,0,3,5,,2,006,"WOOD ROAD","HUENEME ROAD",900.00,N,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.153621673583984,-119.09662628173828,VENTURA,UNINCORPORATED,-119.09664916992188,34.149559020996094
90649319,2018,2018-01-26,9765,2018-01-23,1145,016592,,2,1,9,5600,0,2,S,,2,063,"SR-1 (PCH-RICE AVENUE)","WOOLEY ROAD",75.00,S,N,A,-,N,,,,,,,,,,Y,2,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",34.189411163330078,-119.14225006103516,VENTURA,UNINCORPORATED,-119.1424560546875,34.189491271972656
90650036,2018,2018-01-29,9765,2018-01-22,2025,019277,,1,2,9,5600,0,1,3,,1,055,"SR-118 (LOS ANGELES AVENUE)","SR-232 (VINEYARD AVENUE)",0.00,,Y,A,-,Y,,,118,,,,,,,Y,3,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",34.273868560791016,-119.13510131835938,VENTURA,UNINCORPORATED,-119.13510894775391,34.273857116699219
90650184,2018,2018-03-07,9765,2018-01-27,1900,020187,,6,2,9,5600,0,1,3,,1,062,"STATE ROUTE 1 (PACIFIC COAST HIGHWAY)","LA JOLLA CANYON",1320.00,N,N,A,-,Y,,,1,,,,,,,Y,4,0,2,2,A,-,08,22107,,N,B,C,A,A,H,-,D,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.085269927978516,-119.04647064208984,VENTURA,UNINCORPORATED,-119.04647827148438,34.085235595703125
90650298,2018,2018-01-29,9765,2018-01-27,0655,018019,,6,1,4,5606,0,1,3,,2,040,"SR-126 E/B (SANTA PAULA FREEWAY)","PECK ROAD",208.00,W,N,A,-,Y,,,126,,,,,,E,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.336921691894531,-119.08319854736328,VENTURA,"SANTA PAULA",-119.08316802978516,34.336868286132812
90650551,2018,2018-01-29,9770,2018-01-20,0705,017662,,6,1,9,5600,0,1,3,,1,052,"SR-118 W/B (LOS ANGELES AVENUE)","GRIMES CANYON ROAD",0.00,,Y,A,-,Y,,,118,,,,,,W,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",34.273979187011719,-118.93048858642578,VENTURA,UNINCORPORATED,-118.93050384521484,34.274005889892578
90650997,2018,2018-01-30,9770,2018-01-14,0616,017732,,7,1,4,5690,0,1,3,,2,085,"SR-23 S/B (MOORPARK FREEWAY)","TIERRA REJADA ROAD",2112.00,S,N,A,-,Y,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,A,D,0,,,,,Y,Y,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",34.261459350585938,-118.84651184082031,VENTURA,MOORPARK,-118.84719848632812,34.262081146240234
90651196,2018,2018-01-30,9770,2018-01-24,0830,017638,,3,1,6,5609,0,1,3,,2,080,"SR-118 W/B (RONALD REAGAN FREEWAY)","LANDFILL ACCESS ROAD",250.00,E,N,A,-,Y,,,118,,,,,,W,N,4,0,1,2,A,-,06,21755,A,N,B,C,A,A,H,-,A,D,0,,,,Y,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.287258148193359,-118.79891204833984,VENTURA,"SIMI VALLEY",-118.7989501953125,34.287181854248047
90651898,2018,2018-01-31,9765,2018-01-27,1052,017603,,6,1,9,5600,0,3,5,,2,005,"WRIGHT ROAD","BEARDSLEY ROAD",2112.00,W,N,A,-,N,,,,,,,,,,N,2,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",34.246681213378906,-119.10600280761719,VENTURA,UNINCORPORATED,-119.10406494140625,34.245361328125
90651905,2018,2018-01-31,9765,2018-01-25,2010,016420,,4,2,6,5608,0,1,2,,2,301,"US-101 S/B","JOHNSON DRIVE",440.00,N,N,A,-,Y,,,101,,,,,,S,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,D,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",34.244091033935547,-119.19432830810547,VENTURA,VENTURA,-119.19435119628906,34.244026184082031
