Name,Street Address,City,State,Zip Code,County,Phone,Description,Resource Type,Web Link,Notes,Latitude,Longitude
Moose Lodge #550,4660 Appian Way,El Sobrante,CA,94803,Contra Costa,,"1st & 3rd Friday,11:00am-12:00pm; 2nd Monday,10:00-11:30am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-herculescrockettpinoleel-sobrante.html,,37.972105,-122.302102
Mt. Diablo High School,2611 East St,Concord,CA,94520,Contra Costa,,"1st & 3rd Saturday,2:00-3:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-concord.html,,37.983049,-122.034772
Multicultural Senior Center,515 Silver Avenue,North Richmond,CA,94801,Contra Costa,,"2nd and 4th Friday,10:30-11:30am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.957489,-122.363961
Nevin Community Center,598 Nevin Ave,Richmond,CA,94801,Contra Costa,,"2nd & 4th Tuesday,10:00-11:00am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.936616,-122.363997
New Covenant Church,6080 Bethel Island Rd,Bethel Island,CA,94511,Contra Costa,,,Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-brentwood.html,,38.013467,-121.640343
North Richmond Missionary Baptist,1427 Fred Jackson Way,Richmond,CA,94801,Contra Costa,,"COMMUNITY PRODUCE PROGRAM: 1st & 3rd Thursday,12:00-1:00pm. FOOD ASSISTANCE PROGRAM: 3rd Tuesday,10:00am-12:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.953543,-122.367269
Pittsburg City Park,167 N. Parkside Dr,Pittsburg,CA,94565,Contra Costa,,"1st & 3rd Tuesday,2:00-3:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-pittsburg.html,,38.024223,-121.890049
Pleasant Hill Seventh Day Adventist,800 Grayson Rd,Pleasant Hill,CA,94523,Contra Costa,,"2nd & 4th Friday,2:00-3:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-martinezpleasant-hill.html,,37.94769,-122.089338
Richmond Annex Senior Center,5801 Huntington Ave,Richmond,CA,94804,Contra Costa,,"1st & 3rd Monday,10:00-11:00am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.907247,-122.310284
Richmond Veteran’s Memorial Hall,968 23rd  St,Richmond,CA,94804,Contra Costa,,"1st & 3rd Monday,12:00-1:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.946804,-122.347118
Rodeo Senior Center,199 Parker Ave,Rodeo,CA,94572,Contra Costa,,"2nd & 4th Friday,9:00-10:00am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-herculescrockettpinoleel-sobrante.html,,38.036187,-122.267532
Salvation Army-Antioch,620 E. Tregallas Rd,Antioch,CA,94509,Contra Costa,,,Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-antioch.html,,37.99711,-121.79463
Sojourner Truth,2621 Shane Dr,Richmond,CA,94806,Contra Costa,,"1st & 3rd Saturday,12:00-1:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.968491,-122.335366
Solomon Temple,655 California Ave,Pittsburg,CA,94565,Contra Costa,,"COMMUNITY PRODUCE PROGRAM: 2nd & 4th Thursday, 2:00-3:00pm. FOOD ASSISTANCE PROGRAM: 1st Tuesday, 10:00am-12:00pm.FOOD FOR CHILDREN: 1st Tuesday, 10:00am-12:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-pittsburg.html,,38.015366,-121.877571
Southside Church Of Christ,1501 Florida Ave,Richmond,CA,94804,Contra Costa,,"4th Tuesday,10:00am-12:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.9296,-122.354698
St Ignatius Antioch,3351 Contra Loma Blvd,Antioch,CA,94509,Contra Costa,,,Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-antioch.html,,37.987252,-121.823387
St. Anthony’s Church,971 O’Hara Ave,Oakley,CA,94561,Contra Costa,,,Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-brentwood.html,,38.01339,-122.284903
St. Bonaventure’s Church,5562 Clayton Rd,Concord,CA,94521,Contra Costa,,"1st & 3rd Wednesday,4:00-5:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-concord.html,,37.948583,-121.950927
St. Paul’s Episcopal Church,1924 Trinity Ave,Walnut Creek,CA,94596,Contra Costa,,"4th Monday,10:00-11:30am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-walnut-creek.html,,37.901787,-122.068054
Teamsters Local 315 Hall,2727 Alhambra Ave,Martinez,CA,94553,Contra Costa,,"1st & 3rd Thursday,9:00-10:00am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-martinezpleasant-hill.html,,38.004728,-122.130796
The Commons,53 Carol Ln,Oakley,CA,94561,Contra Costa,,,Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-brentwood.html,,38.002035,-121.733437
The Dwelling Place Church,90 Village Dr,Brentwood,CA,94513,Contra Costa,,,Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-brentwood.html,,37.940998,-121.695562
The Pentecostals,310 Central Ave,Pittsburg,CA,94565,Contra Costa,,"2nd & 4th Thursday,12:00-1:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-pittsburg.html,,38.02479,-121.885787
Walnut Creek United Methodist Church,1543 Sunnyvale Ave,Walnut Creek,CA,94597,Contra Costa,,"1st & 3rd Thursday,10:00am-11:00am",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-walnut-creek.html,,37.928275,-122.063401
West County Courthouse,39th Street & Bissell Ave,Richmond,CA,94805,Contra Costa,,"1st & 3rd Thursday,2:00-3:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-richmond.html,,37.932847,-122.332532
West County Health Center,13601 San Pablo Ave,San Pablo,CA,94806,Contra Costa,,"2nd & 4th Saturday,2:00-3:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-san-pablo.html,,37.955879,-122.337886
West River Town Apartments,811 W. 4th St,Antioch,CA,94509,Contra Costa,,,Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-antioch.html,,38.015331,-121.817031
WIC Concord,2355 Stanwell Cir,Concord,CA,94520,Contra Costa,,"COMMUNITY PRODUCE PROGRAM: 1st & 3rd Wednesday,2:00-3:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-concord.html,,37.982654,-122.04895
WIC Pittsburg,2311 Loveridge Rd,Pittsburg,CA,94565,Contra Costa,,"COMMUNITY PRODUCE PROGRAM: 1st & 3rd Thursday,1:30-3:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-pittsburg.html,,38.006748,-121.869661
WIC San Pablo,501 Gateway Ave,San Pablo,CA,94806,Contra Costa,,"COMMUNITY PRODUCE PROGRAM: Last Friday,10:00am-12:00pm",Nutrition Services Program,https://www.foodbankccs.org/get-help/foodbycity/get-food-herculescrockettpinoleel-sobrante.html,,37.959573,-122.334131
First 5 Del Norte,494 Pacific Avenue,Crescent City,CA,95531,Del Norte,707-464-0955,"COVID-19 response period: Pacific Pantry will be going back to our normal hours of operations and procedures for the month of April. Clients will be expected to show ID and sign in. Households are only allowed to access emergency food once a month. If you are picking up food for someone else, please bring a signed note and ID. If you have questions or concerns please email Andrea at alanctot@frcredwoods.org. Provides a choice food pantry housed at the community center. Offers income eligible residents of Del Norte to choose what food they receive.",Food Pantry,http://www.frcredwoods.org/programs,,41.758582,-124.207623
Rural Human Services (RHS),286 M Street Suite A,Crescent City,CA,95531,Del Norte,707-464-7441,Offers emergency food boxes and basic hygiene products every sixty days. Also offers a commodities give away the third full week of the month. Provides a basic food bank and senior boxes.,Food Pantry,http://www.facebook.com/rhsfoodbank/,,41.754594,-124.192643
Society Of St. Vincent De Paul,1440 parkway drive,Crescent City,CA,95531,Del Norte,707-464-1322,"During the COVID-19 response period, all services remain the same. Provides charity services to individuals in need. Offers a food pantry, clothing closet program, and a thrift store.",Food Pantry,http://www.facebook.com/pg/St-Vincent-De-Paul-468323283363718/about/?ref=page_internal,,41.772126,-124.186673
St. Paul's Episcopal Church,220 East Macken Avenue,Crescent City,CA,95531,Del Norte,707-464-2708,"Provides a food pantry and home-cooked meals for the community. Offers hygiene kits, used clothes, and free showers.",Food Pantry,http://stpaulscrescentcity.org/outreach_21052,,41.758799,-124.20179
"Yurok Tribe, Social Services",190 Nelson Lane,Crescent City,CA,95531,Del Norte,707-464-1852,"During the COVID-19 response period, food distribution is available to low-income tribal members or those currently living within the Yurok Reservation. Services are also available to older adults and those that are disabled, must call for a guideline on qualifications. Those that are receiving SNAP benefits will not be eligible for services. Provides a food distribution program for low-income tribal members. Also offers general assistance and low income energy assistance programs.",Food Pantry,http://www.yuroktribe.org/departments/socialservices/fdp.htm,,41.755153,-124.182147
Cameron Park Community Services District,2502 Country Club Drive,Cameron Park,CA,95682,El Dorado,(530) 621-6167,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.660477,-121.003889
Diamond Springs Lions Hall,4701 Missouri Flat Rd.,Diamond Springs,CA,95667,El Dorado,(530) 621-6166,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.693736,-120.823282
El Dorado Hills Senior Center,990 Lassen Lane,El Dorado Hills,CA,95762,El Dorado,(530) 621-6161,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.659672,-121.072318
Greenwood Community Center,4411 Hwy 193,Greenwood,CA,95635,El Dorado,(530) 621-6163,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.90677,-120.907887
Pioneer Park Community Center,6740 Fairplay Road,Fairplay,CA,95684,El Dorado,(530) 621-6162,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.608025,-120.702945
Placerville Senior Center,937 Spring Street,Placerville,CA,95667,El Dorado,(530) 621-6160,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.732397,-120.801899
Pollock Pines Community Center,2675 Sanders Drive,Pollock Pines,CA,95726,El Dorado,(530) 621-6164,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.759635,-120.590998
South Lake Tahoe Senior Center,3050 Lake Tahoe Blvd.,South Lake Tahoe,CA,96150,El Dorado,(530) 621-6165,"Congregate Meal Sites throughout the County will be closed for dine-in lunches until further notice. Lunch “to-go” meals are available for pick up at designated congregate dining sites. The procedure to reserve and pick up a meal “to-go” is as follows: Contact the Senior Nutrition program at (530) 621-6160 to reserve your meal. You must call before 9am on the day you wish to pick up your meal. If you are leaving a message, please provide your full name, phone number, and the site where you want to pick up your meal.",Food Distribution Program,https://www.edcgov.us/Government/HumanServices/senior%20services/pages/senior_nutrition_services.aspx,,38.942472,-119.975247
Catholic Charities Diocese of Fresno (CCDOF),149 North Fulton Street,Fresno,CA,93701,Fresno,559-237-0851,"Monday - Friday, 8:30am - 3:45pm",Food Pantry,http://www.ccdof.org/food-pantry/,,36.745055,-119.800648
Central California Food Bank,4010 E Amendola Dr,Fresno,CA,93725,Fresno,559-237-3663,,Food Pantry,https://ccfoodbank.org/,,36.693648,-119.757371
First Lutheran Church,19 Colusa Street,Orland,CA,95963,Glenn,(530) 526-4408 Main,Mondays from 10am - Noon and Wednesdays from 3:00-5:00pm.,Food Pantry,https://www.orlandlutheran.com/,,39.746052,-122.188356
First Southern Baptist Church,444 North Tehama Street,Willows,CA,95988,Glenn,(530) 934-4716 Main,Tuesdays only -- 1:00PM to 4:00PM,Food Pantry,http://cgtcap.org/glenn/food_nutrition.aspx,,39.525201,-122.193561
